X,Y,OBJECTID,STUNITID1,STUNITID2,STUNITID3,SIGNAL_ID,COMPTYPE,INT_COMPKEY,INT_UNITID,UNITID,COMPKEY,INTKEY,SERVSTAT,UNITDESC,UNITTYPE,SIGNAL_PLAN,NCDOT_ID,BIKE_LOS,PED_LOS,INSTALLATION_DATE,PED_BUTTONS,APS_TYPE,UNITTYPEDESC
-80.8290961464766,35.038601176344,61555,2425,8665,,1592,74,148588,28103,01592,175394,148588,OP,COMMUNITY HOUSE RD_PROVIDENCE RD WEST,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01592.pdf,,C-,C,2007/01/29 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS
-80.9155423325586,35.1975036301825,61556,11390,1849, ,776,74,135962,15477,00776,168588,135962,OP,CASCADE POINTE BV_W TYVOLA RD,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00776.pdf,,D,E,2003/12/23 00:00:00+00,N,,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.8024319151548,35.2634912779428,61557,,,,90015,74,128845,8360,90015,173692,,OP,FLASHER  SOFLEY RD_W CRAIGHEAD RD,MSF,,,,,,N,,MULTI-WAY STOP FLASHER
-80.8484084341183,35.2188625931811,61558,3375,10034,,1604,74,133695,13210,01604,178197,133695,OP,E JOHN BELK RA_SOUTH BV,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01604.pdf,,E+,D,2008/07/11 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.825601199517,35.2129072662998,61559,3562,4893, ,418,74,134491,14006,00418,161936,134491,OP,ELIZABETH AV_HAWTHORNE LN,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00418.pdf,,E,B-,1951/04/17 00:00:00+00,N,Polara2WEZ,TRAFFIC SIGNAL WITH LOOPS
-80.7135758806848,35.278078952721,61560,5630,9174,,1644,74,166666,45707,01644,183774,166666,OP,JOHN RUSSELL RD_ROCKY RIVER RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01644.pdf,10-2069,E+,B-,2010/04/20 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS (OPTICOM)
-80.9446880504948,35.2898762482666,61561,,,,80076,74,,,80076,184814,,OP,PAW CREEK ELEMENTARY SCHOOL,SFS,,,,,2010/08/18 00:00:00+00,N,,SCHOOL FLASHER SOLAR
-80.8429249530416,35.0704259402126,61562,5644,7664, ,1581,74,160154,43922,01581,165458,160154,OP,JOHNSTON RD_NORTH COMMUNITY HOUSE RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01581.pdf,,D-,C,2002/10/24 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8650202885303,35.3271197636517,61563,,,,80013,74,,,80013,173804,,OP,HORNETS NEST ELEMENTARY SCHOOL,SF,,,,,2005/02/17 00:00:00+00,N,,SCHOOL FLASHER (SPEED REDUCT)
-80.843086469796,35.2272070190351,61564,3394,7503,9447,62,74,132770,12285,00062,161775,132770,OP,E TRADE ST_N TRYON ST_S TRYON ST_W TRADE ST,TS,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00062.pdf,,B,A,1950/04/26 00:00:00+00,N,,TRAFFIC SIGNAL W/ FIXED TIME
-80.9072057748035,35.1376923315066,61565,14529,11351, ,686,74,141737,21252,00686,163018,141737,OP,N I-77 EXIT 3 RA_W ARROWOOD RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00686.pdf,, , ,1986/08/04 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS
-80.9544125363435,35.2457079327791,61566,,,,80071,74,,,80071,183123,,OP,WEST MECKLENBURG HIGH SCHOOL,SF,,,,,2011/08/18 00:00:00+00,N,,SCHOOL FLASHER (SPEED REDUCT)
-80.800730345749,35.2034541823081,61567,7233,11506, ,1535,74,135549,15064,01535,162830,135549,OP,MONROE RD_WASHBURN AV,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01535.pdf,,D,C+,1992/11/05 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8377614973678,35.2207840983913,61568,15973, , ,140,74,159696,43407,00140,161833,159696,OP,E 4TH ST CROSSING DR,TS,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00140.pdf,,,,2001/04/04 00:00:00+00,Y,,MID-BLOCK PEDESTRIAN SIGNAL
-80.7249155995831,35.2231854179695,61569,3399,5039, ,281,74,133422,12937,00281,162927,133422,OP,E W T HARRIS BV_HICKORY GROVE RD,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00281.pdf,10-0240,C-,D,1983/03/04 00:00:00+00,Y,Polara4WEZ,TRAFFIC SIGNAL W/ VIDEO DETECT (OPTICOM)
-80.7979893337056,35.2956450499298,61570,9325,11386, ,372,74,126748,6263,00372,161926,126748,OP,RUMPLE RD_W SUGAR CREEK RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00372.pdf,10-1810,C,C,2001/10/02 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS
-80.827219732952,35.1959286042512,61571,8662,8723, ,506,74,136285,15800,00506,162317,136285,OP,PROVIDENCE RD_QUEENS RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00506.pdf,,D-,B,1951/04/17 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8660224297262,35.2013432934535,61572,8523,10034, ,616,74,135660,15175,00616,162558,135660,OP,POINDEXTER DR_SOUTH BV,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00616.pdf,,D,C+,1951/04/17 00:00:00+00,N,Polara2W,TRAFFIC SIGNAL WITH LOOPS
-80.7888063963441,35.2165800727428,61573,1272,1964, ,456,74,134124,13639,00456,161957,134124,OP,BRIAR CREEK RD_CENTRAL AV,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00456.pdf,,D,B,2005/06/16 00:00:00+00,Y,Polara4W,TRAFFIC SIGNAL WITH LOOPS (OPTICOM)
-80.857182024307,35.3470940032769,61574,8845,16481,11392,834,74,123979,3494,00834,168176,123979,OP,NORTHLAKE CENTRE PY_REAMES RD_W W T HARRIS BV,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00834.pdf,,C-,C,2005/03/09 00:00:00+00,Y,,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.7935316391267,35.2794788873473,61575,14514,11386, ,229,74,127670,7185,00229,162917,127670,OP,S I-85 EXIT 41 RA_W SUGAR CREEK RD,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00229.pdf,10-0246,E+,B-,1984/04/18 00:00:00+00,Y,,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.7239752605246,35.2031112013973,61576,110,6211, ,468,74,135686,15201,00468,162029,135686,OP,ALBEMARLE RD_LAWYERS RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00468.pdf,10-0456,E-,C,1985/06/05 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS (OPTICOM)
-80.8542750006365,35.2721874937748,61577,755,15997,14860,826,74,128055,7570,00826,163022,128055,OP,BEATTIES FORD RD_SIR BAILEY DR_S I-85 EXIT 37 RA,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00826.pdf,, , ,1975/03/24 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS (OPTICOM)
-80.8437039132352,35.1564774246481,61578,,,,90062,74,140085,19600,90062,176572,,OP,FLASHER SCOFIELD_WINTERCREST,MSF,,,,,,Y,,MULTI-WAY STOP FLASHER
-80.774845324472,35.2613980716172,61579,,,,80077,74,,,80077,184874,,OP,CROSSROADS CHARTER HIGH SCHOOL,SF,,,,,2010/09/24 00:00:00+00,N,,SCHOOL FLASHER (SPEED REDUCT)
-80.8515902340456,35.0303568079959,61580,5644,6090, ,1585,74,148789,28304,01585,167159,148789,OP,JOHNSTON RD_LANCASTER HY,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01585.pdf,,F,F,2004/03/26 00:00:00+00,N,,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.7122367056561,35.3111837031018,61581,545,8178,11147,348,74,125939,5454,00348,162941,125939,OP,BACK CREEK CHURCH RD_PAVILION BV_UNIVERSITY CITY BV,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00348.pdf,10-1113,E+,D-,1996/01/24 00:00:00+00,Y,,TRAFFIC SIGNAL W/ VIDEO DETECT (OPTICOM)
-80.8390642539896,35.1331256536403,61582,8698,9783, ,533,74,142265,21780,00533,162466,142265,OP,QUAIL HOLLOW RD_SHARON RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00533.pdf,,D,D,1997/05/20 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.7479505493712,35.1554895250414,61583,,,,80053,74,,,80053,181477,,OP,GREENWAY PARK ELEMENTARY SCHOOL,SF,,,,,2008/12/22 00:00:00+00,Y,,SCHOOL FLASHER (SPEED REDUCT)
-80.9393859187919,35.1344183689928,61584,9447,9531, ,759,74,142034,21549,00759,162637,142034,OP,S TRYON ST_SANDY PORTER RD,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00759.pdf,,E,B,1990/12/04 00:00:00+00,Y,,TRAFFIC SIGNAL W/ VIDEO DETECT (OPTICOM)
-80.7346342067695,35.2028078653505,61585,110,12038, ,552,74,135702,15217,00552,162530,135702,OP,ALBEMARLE RD_WINTERHAVEN DR,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00552.pdf,,E+,C,1983/03/10 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS (OPTICOM)
-80.7753069190252,35.2281527131677,61586,3468,5842, ,248,74,132778,12293,00248,162921,132778,OP,EASTWAY DR_KILBORNE DR,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00248.pdf,10-1293,E,C,1983/03/02 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS (OPTICOM)
-80.819166783824,35.1408638675348,61587,2394,9786, ,1502,74,141558,21073,01502,162816,141558,OP,COLONY RD_SHARON VIEW RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01502.pdf,,D-,C,1991/09/17 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8445944768219,35.2137888783547,61588,3098,3385,9429,10,74,134314,13829,00010,161789,134314,OP,DILWORTH RD_E MOREHEAD ST_S MCDOWELL ST,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00010.pdf,10-0071,D-,C,1994/01/04 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.7799505489991,35.2422899307745,61589,,,,80060,74,,,80060,183112,,OP,GARINGER HIGH SCHOOL,SF,,,,,2009/08/21 00:00:00+00,N,,SCHOOL FLASHER (SPEED REDUCT)
-80.7480030699271,35.2936489182777,61590,15960,15961,11147,351,74,126906,6421,00351,161895,126906,OP,N SHOPPING CENTER DR_S SHOPPING CENTER DR_UNIVERSITY CITY BV,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00351.pdf,10-1541,D,F,1994/08/11 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS
-80.8852031767568,35.2729136305123,61591,1413,6208, ,878,74,127975,7490,00878,162700,127975,OP,BROOKSHIRE BV_LAWTON RD,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00878.pdf,,E-,C-,1983/06/08 00:00:00+00,N,,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.8564763502157,35.3510771845672,61592,16481,,,846,74,173114,48160,00846,168854,173114,OP,NORTHLAKE CENTRE PY_SOUTH DY,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00846.pdf,,B-,B,2005/09/02 00:00:00+00,Y,,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.8865254435229,35.1840006556072,61593,8602,9447,12232,673,74,137357,16872,00673,163015,137357,OP,PRESSLEY RD_S TRYON ST_YANCEY RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00673.pdf,,D-,B-,1983/10/03 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8588320939431,35.2125829349672,61594,1622,3436,11626,611,74,134470,13985,00611,162554,134470,OP,CAMDEN RD_EAST BV_WEST BV,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00611.pdf,,E,B+,1952/06/04 00:00:00+00,Y,2-wire EZC,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.822102434692,35.2157860304498,61595,3352,4893, ,420,74,134152,13667,00420,161938,134152,OP,E 7TH ST_HAWTHORNE LN,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00420.pdf,10-0140,E,B,1951/04/17 00:00:00+00,N,Polara4W,TRAFFIC SIGNAL WITH LOOPS
-80.9452060248809,35.3256548099612,61596,1413,7372, ,941,74,125015,4530,00941,162807,125015,OP,BROOKSHIRE BV_MT HOLLY-HUNTERSVILLE RD,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00941.pdf,,F,F,1996/10/10 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS (OPTICOM)
-80.9191019416231,35.1931384755372,61597,967,11390, ,951,74,136426,15941,00951,165433,136426,OP,BILLY GRAHAM/TYVOLA RA_W TYVOLA RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00951.pdf,,E,C+,2002/02/20 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS
-80.8414657822198,35.3466743718812,61598,10271,11392, ,342,74,124009,3524,00342,162938,124009,OP,STATESVILLE RD_W W T HARRIS BV,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00342.pdf,10-0594,E,E-,1998/11/23 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS (OPTICOM)
-80.8392132566609,35.2221070202977,61599,3349,9383, ,55,74,133353,12868,00055,161769,133353,OP,E 4TH ST_S DAVIDSON ST,TS,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00055.pdf,,C,A,1969/08/11 00:00:00+00,N,,TRAFFIC SIGNAL W/ FIXED TIME
-80.9728536031132,35.1451784015185,61600,,,,1703,74,,,01703,198903,,OP,STEELE CREEK RD_NEAR BRANCH BEND LN,MPB,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01703.pdf,10-2165,,,2014/10/22 00:00:00+00,Y,Polara4WEZ,MID BLOCK PED BEACON
-80.7597326707696,35.1116809251893,61601,,,,80045,74,,,80045,176680,,OP,PROVIDENCE HIGH SCHOOL,SF,,,,,2007/04/12 00:00:00+00,Y,,SCHOOL FLASHER (SPEED REDUCT)
-80.9752703447639,35.3092542175953,61602,,,,80075,74,,,80075,183816,,OP,RIVER OAKS ACADEMY SCHOOL,SFS,,,,,2010/08/17 00:00:00+00,N,,SCHOOL FLASHER SOLAR
-80.7532194220262,35.1633480455266,61603,6538,7233,10772,482,74,139540,19055,00482,162962,139540,OP,LUMARKA DR_MONROE RD_THERMAL RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00482.pdf,10-1182,E,C-,1983/05/23 00:00:00+00,Y,Polara2WEZ,TRAFFIC SIGNAL WITH LOOPS
-80.8297688389725,35.2370853772966,61604,3326,7503, ,201,74,131595,11110,00201,161834,131595,OP,E 16TH ST_N TRYON ST,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00201.pdf,,E,C+,1953/01/12 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.9432629044358,35.3276012323176,61605,13372,7372, ,827,74,155244,42379,00827,167157,155244,OP,CALLABRIDGE CT_MT HOLLY-HUNTERSVILLE RD,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00827.pdf,,E,E,2004/12/29 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS
-80.8364810400141,35.1811974264188,61606,8725,9677, ,536,74,137795,17310,00536,162469,137795,OP,QUEENS RD WEST_SELWYN AV,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00536.pdf,,E,C+,1983/08/04 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.7291924443591,35.302451753035,61607,6811,10558,11147,285,74,126374,5889,00285,161878,126374,OP,SUTHER RD_UNIVERSITY CITY BV,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00285.pdf,10-0291,D,C-,1994/02/10 00:00:00+00,Y,Polara4WEZ,TRAFFIC SIGNAL WITH LOOPS
-80.7508987065019,35.2218127162538,61608,7495,11252, ,329,74,133556,13071,00329,161886,133556,OP,N SHARON AMITY RD_VERNEDALE RD,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00329.pdf,,D,C,1992/01/10 00:00:00+00,Y,,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.7950160588326,35.1930788318492,61609,7508,6161, ,595,74,136626,16141,00595,162545,136626,OP,LATROBE DR_N WENDOVER RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00595.pdf,,D,C,1985/11/04 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.7440648320528,35.2032181826015,61610,110,3726,5587,560,74,135658,15173,00560,162533,135658,OP,ALBEMARLE RD_EXECUTIVE CENTER DR_JENKINS DR,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00560.pdf,,E,D,1985/10/24 00:00:00+00,Y,Polara4W,TRAFFIC SIGNAL WITH LOOPS (OPTICOM)
-80.8295051716998,35.2479000476203,61611,7450,11331, ,256,74,130382,9897,00256,161864,130382,OP,N GRAHAM ST_W 24TH ST,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00256.pdf,10-0120,D,C,1958/07/15 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8452033086738,35.0877595307136,61612,1771,8430, ,1508,74,146260,25775,01508,162819,146260,OP,CARMEL RD_PINEVILLE-MATTHEWS RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01508.pdf,,E-,D,1985/02/08 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8185424144791,35.2044698757838,61613,2409,7478,8804,486,74,135423,14938,00486,162080,135423,OP,COLVILLE RD_N LAUREL AV_RANDOLPH RD_S LAUREL AV,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00486.pdf,, , ,1952/09/24 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8556101880933,35.2560133898999,61614,,,,80023,74,,,80023,173814,,OP,NORTHWEST SCHOOL OF ART,SF,,,,,1989/02/01 00:00:00+00,N,,SCHOOL FLASHER (SPEED REDUCT)
-80.7571996864765,35.2963521490867,61615,17584,TBD,,1707,74,,,01707,199543,,OP,UNIVERSITY POINTE BV_WALMART DY,TS,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01707.pdf,,,,2018/01/19 00:00:00+00,Y,Polara2WEZ,TRAFFIC SIGNAL
-80.8551902791993,35.2227914484753,61616,9430,11356, ,600,74,133246,12761,00600,162546,133246,OP,S MINT ST_W CARSON BV,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00600.pdf,,C,B,1955/11/23 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.7663636283409,35.2770075533496,61617,7503,10895, ,217,74,127860,7375,00217,162914,127860,OP,N TRYON ST_TOM HUNTER RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00217.pdf,10-0542,E,D,1983/10/10 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS (OPTICOM)
-80.8811682563959,35.1196335015031,61618,9784,10034, ,634,74,143647,23162,00634,162572,143647,OP,SHARON RD WEST_SOUTH BV,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00634.pdf,,E,C+,1980/06/20 00:00:00+00,N,Polara2W,TRAFFIC SIGNAL WITH LOOPS
-80.817554148342,35.263676640952,61619,5637,7450, ,260,74,128805,8320,00260,161868,128805,OP,JOHNSON RD_N GRAHAM ST,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00260.pdf,10-0479,D,D+,1982/07/15 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS
-80.8021484690988,35.346445363442,61620,,,,80081,74,,,80081,197235,,OP,CROFT COMMUNITY SCHOOL,SFS,,,,,,Y,,SCHOOL FLASHER SOLAR
-80.8805654741392,35.2359338385264,61621,1638,4123, ,850,74,131649,11164,00850,162683,131649,OP,CAMP GREENE ST_FREEDOM DR,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00850.pdf,,E,C,1957/05/14 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.9976044302784,35.2414675369952,61622,7849,11840, ,928,74,130866,10381,00928,162710,130866,OP,OLD DOWD RD_WILKINSON BV,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00928.pdf,,F,C,1993/09/15 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.75730966804,35.311133181333,61623,7472,11392, ,339,74,125904,5419,00339,162936,125904,OP,N I-85 RA_W W T HARRIS BV,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00339.pdf,10-0874,E-,E,2001/04/23 00:00:00+00,N,,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.822550438113,35.1886514428617,61624,2409,8662, ,507,74,137039,16554,00507,162318,137039,OP,COLVILLE RD_PROVIDENCE RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00507.pdf,,E,C,1984/03/07 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8312579661218,35.2174713767774,61625,3562,8201,,1625,74,133961,13476,01625,180539,133961,OP,ELIZABETH AV_PEASE LN,MPS,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01625.pdf,,C+,B,2009/01/27 00:00:00+00,N,Polara4W,MID-BLOCK PEDESTRIAN SIGNAL
-80.8763382244467,35.1377255831079,61626,3358,10034,10236,632,74,141797,21312,00632,162570,141797,OP,E ARROWOOD RD_SOUTH BV_STARBROOK DR,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00632.pdf,,D+,B,1982/11/01 00:00:00+00,N,Polara2W,TRAFFIC SIGNAL WITH LOOPS
-80.796585823725,35.2921458117171,61627,7166,7450,11386,267,74,126958,6473,00267,161871,126958,OP,MINERAL SPRINGS RD_N GRAHAM ST_W SUGAR CREEK RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00267.pdf,10-0367,D,D,1975/10/20 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS
-80.7804363177727,35.0639432743025,61628,,,,80044,74,,,80044,176679,,OP,JAY M.ROBINSON MIDDLE SCHOOL,SF,,,,,2007/04/18 00:00:00+00,N,,SCHOOL FLASHER (SPEED REDUCT)
-80.8242515893531,35.2550182277873,61629,7450,7658, ,258,74,129614,9129,00258,161866,129614,OP,N GRAHAM ST_NORRIS AV,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00258.pdf,10-0654,D,C,1967/10/19 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.7784553044746,35.1615494267513,61630,,,,80031,74,,,80031,173822,,OP,PROVIDENCE DAY SCHOOL,SF,,,,,2005/09/01 00:00:00+00,N,,SCHOOL FLASHER (SPEED REDUCT)
-80.8816100461783,35.0996272210556,61631,5391,8429,,1607,74,145292,24807,01607,178697,24807,OP,I-485 EB RA_PINEVILLE RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01607.pdf,,,,2007/09/21 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS
