X,Y,OBJECTID,STUNITID1,STUNITID2,STUNITID3,SIGNAL_ID,COMPTYPE,INT_COMPKEY,INT_UNITID,UNITID,COMPKEY,INTKEY,SERVSTAT,UNITDESC,UNITTYPE,SIGNAL_PLAN,NCDOT_ID,BIKE_LOS,PED_LOS,INSTALLATION_DATE,PED_BUTTONS,APS_TYPE,UNITTYPEDESC
-80.726105452634,35.3045810520458,61357,,,,1698,74,,,01698,197905,,OP,UNIVERSITY CITY BV_UNIVERSITY WALK CR PED BEACON MID BLOCK,MPB,,10-2159,,,2015/06/05 00:00:00+00,Y,,MID BLOCK PED BEACON
-80.9165992190794,35.1818049969007,61358,11390,17950,,1668,74,137667,17182,01668,193921,137667,OP,CITY PARK DR_W TYVOLA RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01668.pdf,10-2136,,,2014/01/14 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8580173691679,35.1109827610719,61359,,,,80067,74,,,80067,183119,,OP,SOUTH MECKLENBURG HIGH SCHOOL,SF,,,,,2009/08/21 00:00:00+00,N,,SCHOOL FLASHER (SPEED REDUCT)
-80.7802141663805,35.3171583490987,61360,6642,7864, ,346,74,125545,5060,00346,161893,125545,OP,MALLARD CREEK RD_OLD MALLARD CREEK RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00346.pdf,10-1453,E-,D,1994/08/04 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS
-80.8138540177043,35.2702983052892,61361,7450,11362, ,261,74,128247,7762,00261,161869,128247,OP,N GRAHAM ST_W CRAIGHEAD RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00261.pdf,10-1155,D,D+,1967/04/19 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS
-80.7487734481128,35.3129779554005,61362,,,,1667,74,,,01667,193128,,OP,JW CLAY_PED BEACON MID BLOCK (Between Olmstead DR & Doug Mayes PL),MPB,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01667.pdf,,,,2014/07/24 00:00:00+00,Y,Polara2WEZ,MID BLOCK PED BEACON
-80.7540176780728,35.2040036877392,61363,110,,,1721,74,,,01721,232538,,OP,ALBEMARLE RD_WEST OF REDDMAN RD PED BEACON MID BLOCK,MPB,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01721.pdf,10-2205,,,2018/09/12 00:00:00+00,Y,Polara4W,MID BLOCK PED BEACON
-80.7712840510144,35.2139993787793,61364,1964,5842,7649,458,74,134445,13960,00458,161959,134445,OP,CENTRAL AV_KILBORNE DR_NORLAND RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00458.pdf,,B,B,1983/06/15 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS (OPTICOM)
-80.837056039764,35.261260858717,61365,464,10270, ,274,74,129000,8515,00274,161875,129000,OP,ATANDO AV_STATESVILLE AV,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00274.pdf,10-0743,D-,D,1982/12/16 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8545392530341,35.2744463001898,61366,7452,755,15749,828,74,127937,7452,00828,162672,127937,OP,A AV EAST_BEATTIES FORD RD_N HOSKINS RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00828.pdf,,D,C+,1991/12/17 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS (OPTICOM)
-80.7862776786487,35.0639233644036,61367,,,,80044,74,,,80044,176679,,OP,JAY M.ROBINSON MIDDLE SCHOOL,SF,,,,,2007/04/18 00:00:00+00,N,,SCHOOL FLASHER (SPEED REDUCT)
-80.8487035924022,35.1593335823964,61368,8101,8105,9677,653,74,139822,19337,00653,162973,139822,OP,PARK RD_PARK SELWYN OFFICE DR_SELWYN AV,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00653.pdf,,E,C,1983/07/18 00:00:00+00,Y,,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.7788628784833,35.3185339183662,61369,6642,11392, ,328,74,125458,4973,00328,162931,125458,OP,MALLARD CREEK RD_W W T HARRIS BV,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00328.pdf,10-0836,E,F,2000/09/27 00:00:00+00,N,,TRAFFIC SIGNAL W/ VIDEO DETECT (OPTICOM)
-80.8817365607417,35.1974889149728,61370,2236,14533, ,669,74,136027,15542,00669,162974,136027,OP,CLANTON RD_N I-77 EXIT 7 RA,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00669.pdf,,E+,C+,1992/03/10 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.9406143987608,35.132246093552,61371,,,,640,74,,,00640 ,165495,,OP,FIRE STATION 26 ,ES,,,,,1989/08/17 00:00:00+00,,,Emergency signal
-80.8158157406962,35.2488182516321,61372,7503,6828,11339,207,74,130276,9791,00207,161838,130276,OP,MATHESON AV_N TRYON ST_W 30TH ST,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00207.pdf,10-0288,E-,D,1983/07/18 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.845501608584,35.1441193818186,61373,348,8107, ,658,74,141232,20747,00658,162592,141232,OP,ARCHDALE DR_PARK SOUTH DR,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00658.pdf,,D,D+,1991/06/21 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS
-80.8605737059255,35.2192568490791,61374,,,,90025,74,133669,13184,90025,173702,,OP,FLASHER S MINT ST_W SUMMIT AV,MSF,,,,,,N,,MULTI-WAY STOP FLASHER
-80.7638196122926,35.283826229924,61375,9527,7506,7503,1637,74,127442,6957,01637,182104,127442,OP,I-85 NB RA_NORTH TRYON ST_SANDY AV,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01637.pdf,10-2045,,,2011/10/26 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS (OPTICOM)
-80.8474373599835,35.2225084199899,61376,3392,9379, ,20,74,133291,12806,00020,161740,133291,OP,E STONEWALL ST_S COLLEGE ST,TS,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00020.pdf,,C,A,1950/04/22 00:00:00+00,N,,TRAFFIC SIGNAL W/ FIXED TIME (OPTICOM)
-80.7060826521777,35.3126008400245,61377,11147,5391, ,379,74,154289,31382,00379,165513,154289,OP,I-485 OUTER RA_UNIVERSITY CITY BV,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00379.pdf,10-1591,E-,F,2003/05/20 00:00:00+00,N,,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.836824653153,35.2253139842128,61378,3351,7430, ,89,74,133004,12519,00089,161810,133004,OP,E 6TH ST_N CALDWELL ST,TS,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00089.pdf,,C-,A,1968/05/02 00:00:00+00,N,,TRAFFIC SIGNAL W/ FIXED TIME
-80.8258778764116,35.2096518119507,61379,3348,8662,9372,423,74,134856,14371,00423,161939,134856,OP,E 3RD ST_PROVIDENCE RD_S CASWELL RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00423.pdf,10-0145,E,B,1962/05/11 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS
-80.7507049299557,35.242517605517,61380,7162,10875, ,244,74,131174,10689,00244,161858,131174,OP,MILTON RD_TIPPERARY PL,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00244.pdf,,D,D+,1984/09/12 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.769810956427,35.0589071394717,61381,5391,8662, ,1547,74,155385,42521,01547,162989,155385,OP,I-485 OUTER RA_PROVIDENCE RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01547.pdf,,D+,C,1999/01/27 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS
-80.7723646316518,35.077670580791,61382,,,,80085,74,,,80085,232492,,OP,CHARLOTTE LATIN SCHOOL,SFS,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\80085.pdf,,,,2015/03/18 00:00:00+00,,,SCHOOL FLASHER SOLAR
-80.8398062830964,35.2610871686926,61383,464,6153,7458,900,74,129019,8534,00900,163012,129019,OP,ATANDO AV_LASALLE ST_N I-77 EXIT 12 RA,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00900.pdf,,E+,B,1983/06/21 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS
-80.8780002649939,35.242118563285,61384,8134,11055, ,869,74,131012,10527,00869,162695,131012,OP,PARKWAY AV_TUCKASEEGEE RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00869.pdf,,D+,B,1991/07/30 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8387208584072,35.2319432344112,61385,7435,11350, ,113,74,132224,11739,00113,161821,132224,OP,N CHURCH ST_W 9TH ST,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00113.pdf,,D,A,1965/09/30 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.7394099630003,35.1626207578459,61386,3371,11283, ,1518,74,139637,19152,01518,162823,139637,OP,E INDEPENDENCE BV_VILLAGE LAKE DR,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01518.pdf,,E+,E,1985/12/30 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8547216582446,35.0557262737246,61387,581,13520,5623,1597,74,147917,27432,01597,176320,27432,OP,BALLANTYNE COMMONS PY_DURANT BV_JOHN J DELANEY DR,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01597.pdf,,E+,E,2007/06/27 00:00:00+00,N,Polara2W,TRAFFIC SIGNAL WITH LOOPS
-80.8082384840701,35.1712536968438,61388,8662,9439,9779,509,74,138835,18350,00509,162320,138835,OP,PROVIDENCE RD_S SHARON AMITY RD_SHARON LN,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00509.pdf,,F,D,1982/12/28 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.7677358919829,35.341621129799,61389,6642,8636,11375,362,74,124458,3973,00362,161922,124458,OP,MALLARD CREEK RD_PROSPERITY CHURCH RD_W MALLARD CREEK CHURCH RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00362.pdf,10-1204,C,E,1999/05/24 00:00:00+00,N,Polara2W,TRAFFIC SIGNAL WITH LOOPS
-80.8694622667274,35.2055956250812,61390,8937,9447, ,665,74,135211,14726,00665,162597,135211,OP,REMOUNT RD_S TRYON ST,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00665.pdf,,E,C,1963/03/28 00:00:00+00,Y,,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.8524138021603,35.3323657728242,61391,,,,90023,74,124764,4279,90023,173700,,OP,FLASHER LAKEVIEW RD_REAMES RD,MSF,,,,,,N,,MULTI-WAY STOP FLASHER
-80.7682808236272,35.0383535577397,61392,8662,813,,1623,74,148597,28112,01623,180500,148597,OP,BELICOURT DR_PROVIDENCE RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01623.pdf,10-1716,D,C,2010/10/26 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.9366651294402,35.2750989263901,61393,4123,6395,7270,894,74,127831,7346,00894,162703,127831,OP,FREEDOM DR_LITTLE ROCK RD_MOORES CHAPEL RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00894.pdf,,F,C+,2005/08/23 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.866934852689,35.2289850952987,61394,4123,11378, ,835,74,132498,12013,00835,162674,132498,OP,FREEDOM DR_W MOREHEAD ST,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00835.pdf,,E,C,1987/02/10 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8998145148109,35.2380250935155,61395,,,,80061,74,,,80061,183113,,OP,HARDING UNIVERSITY HIGH SCHOOL,SF,,,,,2011/08/10 00:00:00+00,N,,SCHOOL FLASHER (SPEED REDUCT)
-80.7996359917689,35.2380732458774,61396,6828,10766, ,235,74,131540,11055,00235,161852,131540,OP,MATHESON AV_THE PLAZA,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00235.pdf,,E,D,1986/02/19 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8411855860585,35.1709725514742,61397,3404,9333,9677,540,74,138822,18337,00540,162522,138822,OP,E WOODLAWN RD_RUNNYMEDE LN_SELWYN AV,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00540.pdf,,E,C,1986/03/26 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.7731345972172,35.0737309868832,61398,14502,8662, ,1580,74,159676,43412,01580,165457,159676,OP,PROVIDENCE CHURCH LN_PROVIDENCE RD,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01580.pdf,,C-,C-,2003/04/01 00:00:00+00,Y,,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.7425296697105,35.1669505974881,61399,3371,3399, ,1432,74,139263,18778,01432,163010,139263,OP,E INDEPENDENCE BV_E W T HARRIS BV,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01432.pdf,,F,E,1990/03/06 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.805318076119,35.2472629319742,61400,,,,200,74,,,00200 ,165504,,OP,FIRE STATION 07 ,ES,,,,,1991/12/31 00:00:00+00,,,Emergency signal
-80.8525362987411,35.2327224778339,61401,10959,11345,11344,804,74,132105,11620,00804,162664,132105,OP,JOHNSON AND WALES WY_W 4TH ST_W 4TH ST EXT,TS,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00804.pdf,,C+,B,1997/06/18 00:00:00+00,N,,TRAFFIC SIGNAL W/ FIXED TIME
-80.7834778994759,35.207829281406,61402,3468,12120, ,437,74,135114,14629,00437,161947,135114,OP,EASTWAY DR_WOODLAND DR,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00437.pdf,10-0557,E,D+,1965/11/26 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.7940868731831,35.2709916341764,61403,5063,11386, ,226,74,128210,7725,00226,161846,128210,OP,HIDDEN VALLEY RD_W SUGAR CREEK RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00226.pdf,10-0247,E,C,1988/04/21 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8113740343263,35.2423252943765,61404,5652,7446, ,279,74,131093,10608,00279,167221,131093,OP,JORDAN PL_N DAVIDSON ST,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00279.pdf,,D,C+,2004/04/01 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8430270341575,35.2289342168641,61405,7435,11346, ,73,74,132561,12076,00073,161797,132561,OP,N CHURCH ST_W 5TH ST,TS,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00073.pdf,,C-,A,1950/04/26 00:00:00+00,N,,TRAFFIC SIGNAL W/ FIXED TIME
-80.8108827926205,35.2186182241553,61406,,,,204,74,,,00204 ,165471,,OP,FIRE STATION 08 ,ES,,,,,1999/05/27 00:00:00+00,,,Emergency signal
-80.783266441301,35.1367278323058,61407,7884,8662, ,513,74,142033,21548,00513,162338,142033,OP,OLD PROVIDENCE RD_PROVIDENCE RD,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00513.pdf,,D+,C,1984/12/12 00:00:00+00,Y,,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.799075027783,35.3327380762467,61408,11386,11392, ,338,74,164465,45044,00338,162935,164465,OP,W SUGAR CREEK RD_W W T HARRIS BV,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00338.pdf,10-0950,E-,E,1993/02/04 00:00:00+00,N,,TRAFFIC SIGNAL WITH LOOPS (OPTICOM)
-80.8175158862451,35.1773789765933,61409,8662,9451, ,508,74,138227,17742,00508,162319,138227,OP,PROVIDENCE RD_S WENDOVER RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00508.pdf,,D-,C-,1985/10/11 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8385701938961,35.2366562893247,61410,7450,11326, ,133,74,131637,11152,00133,161829,131637,OP,N GRAHAM ST_W 12TH ST,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00133.pdf,10-0235,D,D+,1993/07/15 00:00:00+00,Y,,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.8356211692099,35.2341414101586,61411,7435,11326,11354,134,74,131973,11488,00134,162998,131973,OP,N CHURCH ST_W 12TH ST_W BROOKSHIRE RA,TS,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00134.pdf,10-2059,D,B,1974/04/23 00:00:00+00,N,,TRAFFIC SIGNAL W/ FIXED TIME
-80.7879813169363,35.078947463313,61412,,,,90046,74,146914,26429,90046,173723,,OP,FLASHER  FOUR MILE CREEK RD_WHITETHORN DR,MSF,,,,,,N,,MULTI-WAY STOP FLASHER
-80.8399994330651,35.224578239637,61413,3394,9368, ,64,74,133098,12613,00064,161777,133098,OP,E TRADE ST_S BREVARD ST,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00064.pdf,,D+,A-,1950/04/26 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.9869719343861,35.3010687827869,61414,7372,7341, ,954,74,165412,45563,00954,167821,165412,OP,MOUNT HOLLY RD_MOUNT HOLLY-HUNTERSVILLE RD,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00954.pdf,,E+,E,2004/07/16 00:00:00+00,N,,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.8460244832013,35.02218438804,61415,,,,80056,74,,,80056,182665,,OP,ELON PARK ELEMENTARY SCHOOL,SF,,,,,2009/04/09 00:00:00+00,N,,SCHOOL FLASHER (SPEED REDUCT)
-80.927091607826,35.2445956328362,61416,11055,10888, ,864,74,130627,10142,00864,162690,130627,OP,TODDVILLE RD_TUCKASEEGEE RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00864.pdf,,E,B,1994/11/04 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.763835204787,35.3139182779025,61417,11392,8954,5414,354,74,125743,5258,00354,162943,125743,OP,IBM DR_RESEARCH DR_W W T HARRIS BV,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00354.pdf,10-0838,E+,F,1996/09/26 00:00:00+00,N,,TRAFFIC SIGNAL W/ VIDEO DETECT (OPTICOM)
-80.9886194190564,35.1027470706922,61418,9447,10282, ,787,74,144940,24455,00787,165427,144940,OP,S TRYON ST_STEELE CREEK RD,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00787.pdf,,E,F,2006/08/24 00:00:00+00,N,,TRAFFIC SIGNAL W/ VIDEO DETECT (OPTICOM)
-80.806392066941,35.1477321373115,61419,,,,80002,74,,,80002,173793,,OP,CHARLOTTE COUNTRY DAY SCHOOL,SF,,,,,1976/11/01 00:00:00+00,N,,SCHOOL FLASHER (SPEED REDUCT)
-80.7514094092656,35.0711735964244,61420,,,,80018,74,,,80018,173809,,OP,MCKEE RD ELEMENTARY SCHOOL,SF,,,,,2004/12/01 00:00:00+00,N,,SCHOOL FLASHER (SPEED REDUCT)
-80.8577110369653,35.2117578494403,61421,3436,10034, ,612,74,134563,14078,00612,162555,134563,OP,EAST BV_SOUTH BV,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00612.pdf,,D,C+,1951/04/17 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS (OPTICOM)
-80.8329908824363,35.2154220375753,61422,3348,9421, ,407,74,134181,13696,00407,161929,134181,OP,E 3RD ST_S KINGS DR,TS,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00407.pdf,10-0195,D,B,1964/08/18 00:00:00+00,N,,TRAFFIC SIGNAL W/ FIXED TIME
-80.8491770069488,35.2340201564215,61423,7433,11346, ,808,74,131965,11480,00808,162666,131965,OP,N CEDAR ST_W 5TH ST,TSV,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00808.pdf,,D,A-,1952/04/23 00:00:00+00,Y,,TRAFFIC SIGNAL W/ VIDEO DETECT
-80.8213548037323,35.0789344009072,61424,937,3601,,1642,74,146869,26384,01642,183166,146869,OP,BEVINGTON PL_ELM LN,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01642.pdf,,,,2009/11/13 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8321353928854,35.2181808503132,61425,3562,7476, ,409,74,133874,13389,00409,162955,133874,OP,ELIZABETH AV_N KINGS DR,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00409.pdf,,D,D+,1951/10/15 00:00:00+00,N,Polara2W,TRAFFIC SIGNAL WITH LOOPS
-80.7445825056706,35.2684788780107,61426,4603,7843,,1723,74,234611,54374,01723,233079,234611,OP,GRIER RD_OLD CONCORD RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\01723.pdf,10-2207,,,2016/07/01 00:00:00+00,,,TRAFFIC SIGNAL WITH LOOPS
-80.7778333625128,35.2572303908698,61427,15963,3468, ,322,74,152249,30333,00322,161885,152249,OP,EASTWAY DR_NORTHPARK MALL DR,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00322.pdf,10-1124,D,D,1990/04/11 00:00:00+00,Y,Polara4WEZ,TRAFFIC SIGNAL WITH LOOPS
-80.8512131858872,35.2209424165918,61428,3385,9447,11378,4,74,133476,12991,00004,161734,133476,OP,E MOREHEAD ST_S TRYON ST_W MOREHEAD ST,TS,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00004.pdf,10-0169,D+,B-,1972/06/14 00:00:00+00,Y,,TRAFFIC SIGNAL W/ FIXED TIME
-80.7912730508285,35.1967227107047,61429,7233,7508, ,474,74,136248,15763,00474,162050,136248,OP,MONROE RD_N WENDOVER RD,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00474.pdf,10-0560,D,E,1982/10/28 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
-80.8110705097873,35.2329076723853,61430,4893,8136, ,230,74,132161,11676,00230,161848,132161,OP,HAWTHORNE LN_PARKWOOD AV,TSL,\\myrs-file-002\cdotshared$\CDOT EngineeringOperations Div\Implementation\Signal Design\PDF Signal File\Current Signals Plans\00230.pdf,,D,C,1961/03/20 00:00:00+00,Y,,TRAFFIC SIGNAL WITH LOOPS
